match_id,source,map,cheater_labels,hurt_events,group,split
with_cheater_present/294,with_cheater_present,de_mirage,1,447,with_cheater_present/294,calibration
with_cheater_present/295,with_cheater_present,de_nuke,1,637,with_cheater_present/295,calibration
with_cheater_present/296,with_cheater_present,de_ancient,1,545,with_cheater_present/296,train
with_cheater_present/297,with_cheater_present,de_vertigo,2,348,with_cheater_present/297,train
with_cheater_present/298,with_cheater_present,de_ancient,2,892,with_cheater_present/298,validation
with_cheater_present/299,with_cheater_present,de_mirage,2,502,with_cheater_present/299,train
with_cheater_present/3,with_cheater_present,de_mirage,7,105,with_cheater_present/3,train
with_cheater_present/30,with_cheater_present,de_dust2,3,384,with_cheater_present/30,train
with_cheater_present/300,with_cheater_present,de_anubis,3,413,with_cheater_present/300,train
with_cheater_present/301,with_cheater_present,de_mirage,1,580,with_cheater_present/301,train
with_cheater_present/302,with_cheater_present,de_nuke,2,202,with_cheater_present/302,train
with_cheater_present/303,with_cheater_present,de_nuke,1,486,with_cheater_present/303,validation
with_cheater_present/304,with_cheater_present,de_vertigo,4,329,with_cheater_present/304,test
with_cheater_present/305,with_cheater_present,de_vertigo,1,698,with_cheater_present/305,validation
with_cheater_present/306,with_cheater_present,de_train,3,313,with_cheater_present/306,test
with_cheater_present/307,with_cheater_present,de_train,2,692,with_cheater_present/307,train
with_cheater_present/308,with_cheater_present,de_vertigo,2,563,with_cheater_present/308,train
with_cheater_present/309,with_cheater_present,de_anubis,1,378,with_cheater_present/309,train
with_cheater_present/31,with_cheater_present,de_inferno,5,494,with_cheater_present/31,train
with_cheater_present/310,with_cheater_present,de_vertigo,2,248,with_cheater_present/310,train
with_cheater_present/311,with_cheater_present,de_mirage,1,356,with_cheater_present/311,test
with_cheater_present/312,with_cheater_present,de_dust2,1,624,with_cheater_present/312,train
with_cheater_present/313,with_cheater_present,de_inferno,1,504,with_cheater_present/313,train
with_cheater_present/314,with_cheater_present,de_mirage,1,519,with_cheater_present/314,validation
with_cheater_present/315,with_cheater_present,de_mirage,7,180,with_cheater_present/315,train
with_cheater_present/316,with_cheater_present,de_mirage,2,241,with_cheater_present/316,train
with_cheater_present/32,with_cheater_present,de_dust2,2,299,with_cheater_present/32,train
with_cheater_present/33,with_cheater_present,de_overpass,8,342,with_cheater_present/33,calibration
with_cheater_present/34,with_cheater_present,de_dust2,8,192,with_cheater_present/34,train
with_cheater_present/35,with_cheater_present,de_mirage,2,194,with_cheater_present/35,train
with_cheater_present/36,with_cheater_present,de_mirage,7,294,with_cheater_present/36,train
with_cheater_present/37,with_cheater_present,de_nuke,10,159,with_cheater_present/37,test
with_cheater_present/38,with_cheater_present,de_dust2,9,189,with_cheater_present/38,train
with_cheater_present/39,with_cheater_present,de_mirage,7,263,with_cheater_present/39,train
with_cheater_present/4,with_cheater_present,de_train,6,171,with_cheater_present/4,train
with_cheater_present/40,with_cheater_present,de_inferno,3,51,with_cheater_present/40,train
with_cheater_present/41,with_cheater_present,de_mirage,5,107,with_cheater_present/41,train
with_cheater_present/42,with_cheater_present,de_dust2,8,150,with_cheater_present/42,validation
with_cheater_present/43,with_cheater_present,de_inferno,9,251,with_cheater_present/43,train
with_cheater_present/44,with_cheater_present,de_mirage,8,209,with_cheater_present/44,train
with_cheater_present/45,with_cheater_present,de_mirage,7,88,with_cheater_present/45,validation
with_cheater_present/46,with_cheater_present,de_mirage,7,230,with_cheater_present/46,train
with_cheater_present/47,with_cheater_present,de_ancient,3,70,with_cheater_present/47,validation
with_cheater_present/48,with_cheater_present,cs_office,8,135,with_cheater_present/48,test
with_cheater_present/49,with_cheater_present,cs_office,4,196,with_cheater_present/49,train
with_cheater_present/5,with_cheater_present,de_train,8,179,with_cheater_present/5,validation
with_cheater_present/50,with_cheater_present,cs_italy,5,138,with_cheater_present/50,calibration
with_cheater_present/51,with_cheater_present,de_dust2,6,254,with_cheater_present/51,validation
with_cheater_present/52,with_cheater_present,de_inferno,6,125,with_cheater_present/52,validation
with_cheater_present/53,with_cheater_present,de_mirage,2,343,with_cheater_present/53,train
with_cheater_present/54,with_cheater_present,de_anubis,5,86,with_cheater_present/54,calibration
with_cheater_present/55,with_cheater_present,de_mirage,6,190,with_cheater_present/55,validation
with_cheater_present/56,with_cheater_present,de_nuke,5,132,with_cheater_present/56,train
with_cheater_present/57,with_cheater_present,de_mirage,5,196,with_cheater_present/57,calibration
with_cheater_present/58,with_cheater_present,de_dust2,7,259,with_cheater_present/58,train
with_cheater_present/59,with_cheater_present,de_dust2,5,237,with_cheater_present/59,calibration
with_cheater_present/6,with_cheater_present,de_edin,9,186,with_cheater_present/6,validation
with_cheater_present/60,with_cheater_present,de_anubis,4,55,with_cheater_present/60,validation
with_cheater_present/61,with_cheater_present,de_anubis,5,184,with_cheater_present/61,test
with_cheater_present/62,with_cheater_present,de_mills,5,189,with_cheater_present/62,train
with_cheater_present/63,with_cheater_present,de_nuke,7,344,with_cheater_present/63,validation
with_cheater_present/64,with_cheater_present,de_dust2,6,178,with_cheater_present/64,train
with_cheater_present/65,with_cheater_present,de_mirage,8,57,with_cheater_present/65,test
with_cheater_present/66,with_cheater_present,de_dust2,4,81,with_cheater_present/66,test
with_cheater_present/67,with_cheater_present,de_dust2,8,143,with_cheater_present/67,validation
with_cheater_present/68,with_cheater_present,de_vertigo,1,675,with_cheater_present/68,test
with_cheater_present/69,with_cheater_present,de_mirage,2,165,with_cheater_present/69,train
with_cheater_present/7,with_cheater_present,de_basalt,5,39,with_cheater_present/7,calibration
with_cheater_present/70,with_cheater_present,de_dust2,2,345,with_cheater_present/70,train
with_cheater_present/71,with_cheater_present,de_mirage,1,526,with_cheater_present/71,train
with_cheater_present/72,with_cheater_present,de_dust2,6,189,with_cheater_present/72,train
with_cheater_present/73,with_cheater_present,de_inferno,1,224,with_cheater_present/73,train
with_cheater_present/74,with_cheater_present,de_mirage,7,60,with_cheater_present/74,validation
with_cheater_present/75,with_cheater_present,de_nuke,4,468,with_cheater_present/75,test
with_cheater_present/76,with_cheater_present,de_dust2,8,469,with_cheater_present/76,train
with_cheater_present/77,with_cheater_present,de_inferno,4,241,with_cheater_present/77,calibration
with_cheater_present/78,with_cheater_present,de_nuke,3,456,with_cheater_present/78,train
with_cheater_present/79,with_cheater_present,de_nuke,3,302,with_cheater_present/79,train
with_cheater_present/8,with_cheater_present,de_train,5,56,with_cheater_present/8,train
with_cheater_present/80,with_cheater_present,de_mirage,2,507,with_cheater_present/80,train
with_cheater_present/81,with_cheater_present,de_mirage,1,559,with_cheater_present/81,test
with_cheater_present/82,with_cheater_present,de_mirage,1,603,with_cheater_present/82,train
with_cheater_present/83,with_cheater_present,de_mirage,1,447,with_cheater_present/83,train
with_cheater_present/84,with_cheater_present,de_inferno,5,434,with_cheater_present/84,validation
with_cheater_present/85,with_cheater_present,de_mirage,2,253,with_cheater_present/85,train
with_cheater_present/86,with_cheater_present,de_anubis,4,334,with_cheater_present/86,train
with_cheater_present/87,with_cheater_present,de_inferno,3,288,with_cheater_present/87,train
with_cheater_present/88,with_cheater_present,de_inferno,2,493,with_cheater_present/88,calibration
with_cheater_present/89,with_cheater_present,de_dust2,1,534,with_cheater_present/89,train
with_cheater_present/9,with_cheater_present,cs_office,5,43,with_cheater_present/9,test
with_cheater_present/90,with_cheater_present,de_inferno,5,432,with_cheater_present/90,train
with_cheater_present/91,with_cheater_present,de_vertigo,1,550,with_cheater_present/91,validation
with_cheater_present/92,with_cheater_present,de_mirage,1,573,with_cheater_present/92,train
with_cheater_present/93,with_cheater_present,de_mirage,6,55,with_cheater_present/93,test
with_cheater_present/94,with_cheater_present,de_mirage,5,248,with_cheater_present/94,train
with_cheater_present/95,with_cheater_present,de_mirage,7,173,with_cheater_present/95,train
with_cheater_present/96,with_cheater_present,de_dust2,5,188,with_cheater_present/96,test
with_cheater_present/97,with_cheater_present,de_inferno,4,333,with_cheater_present/97,train
with_cheater_present/98,with_cheater_present,de_dust2,3,271,with_cheater_present/98,train
with_cheater_present/99,with_cheater_present,de_vertigo,6,216,with_cheater_present/99,test
